Date,Location,Traffic Volume,Vehicle Type,Weather,Temperature,Speed,Accident,Holiday,Congestion Level
2024-10-23,Downtown,298,Bus,Rainy,34,74.1,No,No,Medium
2025-01-28,East,835,Truck,Sunny,36,54.6,No,Yes,Low
2025-05-30,West,224,Truck,Sunny,35,70.0,No,No,Low
2025-06-30,Downtown,1080,Bus,Rainy,19,34.8,No,No,High
2024-04-28,South,833,Truck,Sunny,26,51.7,No,No,Medium
2024-10-28,Industrial,446,Car,Rainy,23,57.2,No,No,Low
2025-10-31,Industrial,1210,Bus,Rainy,36,35.6,No,No,High
2025-04-01,Industrial,757,Bike,Sunny,23,46.7,No,No,Low
2025-08-06,North,918,Truck,Sunny,30,41.3,No,No,Low
2024-05-26,North,506,Bike,Rainy,34,51.8,No,No,Medium
2024-04-12,Downtown,378,Car,Rainy,19,58.9,No,No,Low
2024-05-26,Downtown,885,Car,Foggy,28,42.6,No,No,Medium
2025-05-06,Airport,1016,Bus,Sunny,35,34.4,No,No,Medium
2026-04-24,West,295,Truck,Sunny,18,67.2,No,No,Low
2025-01-29,Industrial,300,Truck,Sunny,40,65.0,No,No,Low
2024-08-17,South,258,Car,Cloudy,20,65.7,No,No,Low
2025-03-14,West,908,Bus,Cloudy,27,44.7,No,No,Medium
2026-06-15,East,402,Truck,Rainy,20,59.9,No,No,Low
2024-11-23,East,502,Bike,Rainy,41,53.9,No,No,Low
2024-05-10,South,796,Truck,Cloudy,37,44.2,No,No,Low
2025-01-27,East,899,Bike,Cloudy,36,52.0,No,No,Medium
2026-03-06,North,453,Car,Sunny,18,68.9,No,Yes,Low
2024-04-22,South,361,Bus,Sunny,31,64.6,No,No,Low
2026-02-03,Industrial,174,Bus,Sunny,29,68.0,No,Yes,Low
2024-03-16,Airport,217,Bus,Sunny,20,76.3,No,No,Low
2026-02-22,Industrial,1005,Bus,Rainy,31,45.8,No,No,Medium
2024-10-20,Downtown,667,Car,Cloudy,30,59.3,No,No,Medium
2025-12-29,West,990,Truck,Rainy,20,36.4,No,No,High
2025-02-14,North,1068,Bike,Sunny,20,44.3,No,No,Medium
2025-10-30,Airport,363,Bike,Sunny,24,60.5,No,No,Low
2025-01-06,Downtown,444,Bus,Sunny,37,63.2,No,No,Low
2025-07-18,Downtown,566,Bus,Sunny,36,50.4,No,No,Low
2024-04-05,South,1154,Truck,Foggy,30,29.8,No,No,Medium
2024-12-05,West,698,Car,Cloudy,30,45.1,Yes,No,Medium
2024-06-14,East,1044,Car,Rainy,24,34.2,No,No,High
2025-05-28,West,511,Truck,Sunny,37,63.6,No,No,Low
2024-08-01,Downtown,582,Bus,Cloudy,18,57.7,No,No,Low
2026-06-07,Downtown,743,Bike,Sunny,26,53.3,No,No,Low
2024-03-13,Airport,961,Bike,Sunny,32,37.6,No,No,Medium
2025-08-05,South,604,Truck,Sunny,22,63.8,No,No,Medium
2024-11-17,Industrial,261,Bike,Cloudy,39,62.6,No,No,Low
2025-12-17,North,567,Car,Sunny,20,63.3,No,No,Low
2024-12-23,Industrial,554,Bike,Sunny,30,61.8,No,No,Low
2024-03-07,West,238,Bike,Sunny,32,66.5,No,No,Low
2024-05-29,South,701,Car,Foggy,29,50.0,No,No,Low
2024-08-04,East,494,Truck,Sunny,26,61.2,No,No,Low
2026-06-11,North,482,Truck,Sunny,31,61.7,No,Yes,Low
2024-07-22,East,656,Bike,Cloudy,31,57.8,No,No,Low
2025-07-28,Downtown,1181,Bus,Sunny,41,34.8,No,No,Medium
2024-06-03,East,799,Truck,Sunny,34,54.0,No,No,Low
2025-10-11,West,817,Car,Sunny,40,44.3,No,No,Medium
2025-01-21,North,233,Bus,Foggy,29,71.7,Yes,No,High
2026-04-18,East,790,Bike,Sunny,31,50.4,No,No,Low
2024-06-29,South,911,Bus,Cloudy,27,48.6,No,No,Medium
2025-12-19,Downtown,819,Car,Sunny,21,42.2,No,Yes,Low
2025-05-30,Industrial,779,Truck,Rainy,35,46.8,No,No,Medium
2024-05-07,East,559,Bike,Sunny,27,57.6,No,No,Low
2026-05-08,North,778,Car,Rainy,22,56.9,Yes,No,High
2024-11-21,West,674,Bike,Sunny,38,46.0,No,No,Medium
2025-03-15,East,342,Bus,Sunny,25,62.3,No,No,Low
2024-05-01,Airport,424,Bike,Rainy,35,61.0,No,No,Low
2024-04-05,Downtown,742,Bus,Sunny,20,42.3,No,No,Low
2025-04-09,Airport,823,Truck,Sunny,24,46.1,No,No,Low
2026-02-27,Downtown,373,Truck,Sunny,36,71.1,Yes,No,Medium
2024-05-05,South,492,Truck,Rainy,29,55.3,No,No,Low
2026-03-25,Downtown,503,Bike,Foggy,30,65.9,No,Yes,Low
2024-07-03,North,993,Car,Sunny,37,32.3,No,No,Medium
2025-06-18,Downtown,271,Bus,Cloudy,42,72.2,No,No,Low
2024-08-10,North,604,Bus,Sunny,26,49.8,No,No,Low
2025-12-26,South,621,Bike,Rainy,30,52.2,No,No,Medium
2025-12-04,East,923,Car,Cloudy,24,48.1,No,No,Medium
2025-03-09,South,696,Truck,Cloudy,36,46.2,No,No,Low
2024-06-20,South,521,Bike,Sunny,34,51.2,No,No,Low
2024-07-03,Airport,287,Bus,Sunny,29,70.5,No,Yes,Low
2024-01-10,Downtown,651,Truck,Sunny,25,58.0,No,No,Low
2025-09-08,North,282,Car,Cloudy,39,73.7,No,No,Low
2024-11-21,North,333,Car,Rainy,31,72.7,No,No,Low
2025-09-07,East,297,Bus,Cloudy,36,74.1,No,No,Low
2024-05-14,West,757,Car,Sunny,31,49.7,No,Yes,Low
2026-02-10,Downtown,662,Truck,Cloudy,32,48.5,No,Yes,Low
2025-09-24,North,1032,Car,Rainy,40,37.7,No,No,High
2024-03-31,Airport,299,Truck,Rainy,40,61.0,Yes,No,Medium
2024-02-19,South,650,Truck,Cloudy,40,50.0,No,No,Medium
2025-04-16,South,946,Bus,Rainy,31,37.2,No,No,High
2025-06-24,East,481,Bike,Foggy,25,61.8,No,No,Low
2024-12-27,Industrial,304,Bus,Cloudy,24,65.8,No,Yes,Low
2026-04-18,East,574,Car,Sunny,34,58.0,No,No,Low
2025-11-02,Downtown,636,Bus,Sunny,37,58.6,No,No,Low
2024-03-11,North,619,Truck,Foggy,32,50.2,No,No,Medium
2024-01-17,South,644,Car,Cloudy,21,57.2,No,No,Low
2024-08-05,West,156,Bike,Cloudy,21,77.8,No,Yes,Low
2024-07-17,East,525,Bus,Cloudy,31,52.0,No,No,Low
2024-04-23,Downtown,696,Car,Cloudy,26,56.2,No,No,Low
2025-02-06,Industrial,534,Truck,Cloudy,38,59.6,No,No,Low
2024-04-06,Industrial,676,Bike,Rainy,23,47.0,No,No,Medium
2024-07-10,North,181,Car,Cloudy,26,64.8,Yes,No,Medium
2024-12-26,Downtown,934,Bike,Rainy,18,43.6,Yes,No,High
2025-06-21,Airport,768,Bus,Rainy,28,52.3,No,No,Medium
2024-09-20,South,788,Truck,Cloudy,28,55.5,No,No,Low
2024-10-03,Industrial,552,Car,Sunny,22,49.9,No,No,Low
2025-08-14,East,741,Truck,Sunny,30,50.4,No,No,Medium
2025-04-05,South,544,Truck,Rainy,26,51.2,No,No,Medium
2025-06-16,Airport,383,Car,Sunny,29,56.7,No,No,Low
2025-12-02,Industrial,494,Bus,Cloudy,23,61.2,No,No,Low
2026-03-29,East,554,Car,Sunny,33,62.8,No,No,Low
2025-11-07,South,673,Bus,Sunny,39,47.1,No,No,Low
2024-05-26,East,797,Car,Sunny,25,52.1,No,Yes,Low
2025-02-12,South,376,Truck,Sunny,36,63.0,No,No,Low
2024-05-18,North,664,Truck,Sunny,32,57.4,No,No,Low
2024-04-08,East,616,Truck,Cloudy,29,60.4,No,No,Low
2025-04-17,Downtown,785,Bike,Sunny,25,51.6,No,No,Low
2025-09-27,South,1039,Car,Rainy,18,46.4,No,No,Medium
2026-05-09,Downtown,621,Truck,Rainy,21,62.2,No,No,Medium
2026-06-04,Industrial,376,Car,Rainy,33,61.0,No,No,Low
2025-10-05,Downtown,1083,Bike,Cloudy,22,31.7,No,No,High
2024-04-09,Downtown,650,Bike,Sunny,21,61.0,No,No,Low
2026-04-19,South,429,Bike,Rainy,38,58.8,No,No,Low
2024-06-23,Industrial,658,Bus,Cloudy,36,53.7,No,No,Low
2025-01-30,East,856,Bike,Rainy,21,37.8,No,No,High
2024-11-06,Industrial,917,Bike,Sunny,32,43.3,No,No,Low
2024-06-11,Airport,405,Bus,Sunny,20,59.8,No,No,Low
2025-11-02,South,931,Bike,Rainy,42,46.8,No,No,Medium
2026-05-09,East,868,Bike,Cloudy,34,45.3,No,No,Low
2025-12-15,West,850,Truck,Cloudy,18,45.0,No,No,Low
2025-11-12,Industrial,328,Bike,Sunny,41,63.9,No,No,Low
2026-02-12,Downtown,598,Truck,Sunny,42,48.1,No,No,Low
2024-11-24,East,443,Bike,Sunny,24,68.3,No,No,Low
2024-08-18,North,365,Bike,Rainy,36,60.4,No,No,Low
2024-02-04,South,1040,Bike,Cloudy,39,46.4,No,No,Medium
2024-07-13,Airport,240,Bike,Cloudy,22,75.4,No,No,Low
2026-06-13,Downtown,385,Bus,Rainy,25,66.6,No,No,Low
2024-08-17,East,934,Truck,Sunny,20,41.6,No,No,Medium
2025-09-17,East,735,Car,Cloudy,26,43.6,No,No,Low
2025-03-07,South,1152,Car,Sunny,42,26.9,No,No,Medium
2025-05-20,West,804,Car,Sunny,41,41.8,No,Yes,Medium
2025-05-05,Industrial,623,Car,Sunny,29,56.1,No,No,Low
2024-01-22,Airport,219,Bus,Cloudy,41,78.2,No,No,Low
2025-01-31,North,1041,Bike,Rainy,21,41.4,No,No,Medium
2024-07-17,Downtown,1057,Bus,Sunny,41,30.7,No,No,Medium
2026-06-13,Airport,470,Car,Sunny,19,60.2,No,No,Low
2024-05-12,East,806,Car,Cloudy,24,50.8,No,Yes,Low
2025-03-30,South,1032,Truck,Rainy,28,46.7,No,No,Medium
2024-02-25,Industrial,374,Bike,Sunny,34,63.0,No,No,Low
2025-01-16,Downtown,208,Bus,Cloudy,21,64.7,No,No,Low
2024-10-11,South,729,Car,Sunny,18,56.8,No,No,Low
2024-08-17,North,655,Bike,Cloudy,42,45.8,Yes,No,High
2026-02-11,Airport,817,Bus,Rainy,31,40.3,No,No,Low
2025-07-20,Industrial,1061,Truck,Rainy,36,45.6,No,No,Medium
2024-06-15,Industrial,90,Bus,Sunny,26,77.4,No,Yes,Low
2025-08-07,West,685,Truck,Sunny,42,47.6,No,No,Low
2025-08-05,Airport,666,Truck,Rainy,18,56.4,Yes,No,High
2025-10-15,East,457,Car,Cloudy,35,67.7,No,Yes,Low
2024-09-21,Airport,923,Bike,Sunny,37,42.1,No,No,Low
2025-11-01,Industrial,737,Bike,Cloudy,19,50.5,No,Yes,Low
2025-11-25,Industrial,305,Car,Cloudy,32,61.8,No,No,Low
2024-07-27,South,549,Bike,Sunny,18,61.0,No,No,Low
2025-02-21,East,671,Truck,Cloudy,22,48.2,Yes,No,High
2024-08-04,Industrial,961,Truck,Rainy,39,45.6,No,No,Medium
2024-03-20,West,981,Bike,Cloudy,19,48.8,No,No,Medium
2025-03-27,North,532,Truck,Rainy,29,60.7,No,No,Low
2025-12-10,Industrial,1032,Bike,Sunny,29,37.7,No,No,Medium
2026-03-16,West,948,Bus,Rainy,39,38.1,No,No,High
2024-09-23,South,907,Car,Sunny,36,41.7,No,No,Medium
2026-06-16,North,845,Car,Sunny,33,42.2,No,No,Low
2026-05-03,Industrial,662,Bus,Foggy,30,49.5,No,No,Medium
2025-12-14,Industrial,1020,Truck,Sunny,36,34.2,No,No,Medium
2024-03-16,East,727,Bike,Cloudy,42,46.9,No,No,Low
2026-01-11,Downtown,921,Bus,Rainy,38,45.2,No,No,Medium
2024-06-29,West,373,Truck,Rainy,28,73.1,No,No,Medium
2025-08-16,South,1037,Truck,Sunny,19,36.5,No,No,Medium
2025-06-15,West,850,Truck,Sunny,26,45.0,No,No,Low
2024-10-22,Airport,1139,Car,Rainy,24,42.4,No,No,Medium
2024-01-29,West,674,Bus,Sunny,24,58.0,Yes,No,Medium
2025-06-17,South,752,Car,Rainy,31,43.9,No,No,Medium
2024-10-12,Downtown,554,Truck,Rainy,20,65.8,No,No,Low
2024-10-09,Industrial,520,Car,Rainy,31,67.2,No,No,Low
2024-07-13,Airport,968,Car,Rainy,36,40.3,No,No,Medium
2024-09-28,East,927,Bus,Rainy,20,40.9,No,No,Medium
2025-03-20,West,610,Bus,Rainy,37,54.6,No,Yes,Medium
2025-05-10,North,925,Truck,Rainy,33,46.0,No,No,High
2025-05-07,North,860,Car,Foggy,31,44.6,No,No,Medium
2024-04-28,South,713,Car,Sunny,33,56.5,No,No,Low
2024-01-30,West,756,Bus,Rainy,42,51.8,No,No,Medium
2025-02-04,East,1040,Truck,Rainy,28,31.4,No,No,High
2025-04-03,West,769,Bus,Cloudy,37,45.2,No,No,Medium
2025-07-06,Downtown,642,Bike,Sunny,42,47.3,No,No,Medium
2024-08-03,North,578,Bus,Rainy,27,59.9,No,No,Low
2025-02-27,Industrial,292,Bus,Rainy,34,72.3,Yes,Yes,Medium
2024-02-13,South,858,Car,Sunny,26,49.7,No,No,Low
2024-05-14,Airport,490,Car,Sunny,41,52.4,No,No,Low
2025-09-11,Industrial,626,Bike,Sunny,28,47.0,No,No,Low
2024-10-07,Downtown,291,Truck,Foggy,31,73.4,No,No,Medium
2024-10-12,Industrial,801,Bus,Sunny,29,43.0,No,No,Low
2024-08-17,East,616,Bus,Sunny,27,49.4,No,No,Low
2025-07-28,Airport,780,Bike,Cloudy,33,47.8,No,No,Low
2026-02-24,East,911,Truck,Rainy,40,48.6,Yes,No,High
2024-10-01,Airport,713,Bike,Cloudy,28,58.5,No,No,Medium
2025-07-22,Downtown,238,Car,Sunny,18,65.5,No,Yes,Low
2024-07-21,Downtown,1049,Bike,Cloudy,22,43.0,No,No,Medium
2024-01-10,East,1216,Truck,Rainy,28,34.4,No,No,High
2025-10-27,South,557,Bus,Rainy,37,63.7,No,No,Low
2024-12-04,Airport,531,Bus,Sunny,28,54.8,No,No,Low
2024-03-09,Industrial,281,Bus,Sunny,21,74.8,No,No,Low
2024-06-09,Industrial,525,Bus,Sunny,27,60.0,No,Yes,Low
2025-10-01,West,309,Bus,Sunny,26,62.6,No,No,Low
2026-03-27,Industrial,1037,Bike,Sunny,26,45.5,No,No,Medium
2024-06-21,North,262,Car,Rainy,33,63.5,No,No,Low
2024-05-20,East,558,Bike,Sunny,35,61.7,No,No,Low
2024-12-29,South,826,Car,Rainy,38,43.0,No,No,Medium
2025-07-27,Industrial,248,Truck,Cloudy,29,73.1,No,No,Low
2026-02-28,Industrial,546,Bike,Sunny,24,55.2,No,No,Low
2024-07-19,West,447,Bus,Sunny,29,54.1,No,No,Low
2024-10-06,South,714,Bike,Sunny,26,43.4,No,No,Low
2025-09-14,East,193,Bus,Cloudy,21,64.3,No,No,Low
2025-12-31,Industrial,350,Bus,Rainy,21,59.0,No,No,Low
2024-04-09,Airport,793,Bus,Cloudy,39,45.3,No,No,Medium
2026-01-09,Downtown,610,Bike,Sunny,24,55.6,No,No,Low
2024-06-25,South,448,Bus,Cloudy,18,65.1,No,No,Low
2024-12-15,Airport,432,Car,Cloudy,20,56.7,No,No,Low
2024-11-21,Downtown,1164,Bus,Rainy,20,34.4,No,No,High
2026-02-04,South,488,Car,Sunny,36,59.5,No,No,Low
2024-10-06,South,521,Truck,Cloudy,36,67.2,No,No,Low
2026-04-29,Airport,695,Bus,Sunny,35,57.2,No,No,Low
2025-10-23,North,283,Truck,Cloudy,26,66.7,No,No,Low
2024-08-11,Downtown,742,Car,Cloudy,32,53.3,No,No,Medium
2025-01-21,Downtown,449,Truck,Rainy,18,69.0,No,No,Low
2024-12-10,North,716,Truck,Sunny,18,57.4,No,No,Medium
2025-08-12,Industrial,528,Bike,Cloudy,37,62.9,No,No,Low
2024-02-11,Downtown,310,Bike,Sunny,36,75.6,No,No,Low
2024-11-03,West,862,Bus,Foggy,39,38.5,No,No,Medium
2024-11-12,East,326,Bike,Sunny,23,61.0,No,Yes,Low
2024-08-29,Downtown,588,Bus,Sunny,18,59.5,No,No,Low
2025-04-27,East,803,Bus,Rainy,40,42.9,No,No,Medium
2024-05-11,East,891,Truck,Rainy,31,38.4,No,No,Medium
2025-05-15,West,517,Car,Sunny,29,67.3,No,No,Low
2025-09-17,Downtown,421,Bus,Sunny,31,67.2,No,No,Low
2025-03-11,South,284,Bike,Cloudy,31,72.6,No,No,Low
2026-05-04,Airport,113,Car,Sunny,30,77.5,No,No,Low
2025-08-11,Industrial,192,Bike,Sunny,31,77.3,No,No,Low
2026-01-29,West,461,Bike,Cloudy,35,58.6,No,No,Low
2025-06-28,Downtown,393,Bus,Sunny,26,70.3,No,No,Low
2024-02-19,Downtown,976,Car,Rainy,37,41.0,Yes,No,High
2024-12-11,Airport,600,Car,Cloudy,18,57.0,No,No,Low
2025-09-02,Industrial,188,Car,Cloudy,35,68.5,No,No,Low
2025-03-17,East,1059,Bus,Rainy,34,30.6,No,No,Medium
2024-11-30,North,904,Car,Sunny,38,48.8,No,No,Medium
2024-01-23,South,830,Car,Rainy,24,47.8,No,No,Medium
2025-06-10,Industrial,712,Car,Sunny,31,48.5,No,No,Low
2025-05-28,West,396,Bike,Rainy,31,69.2,No,No,Low
2024-10-08,West,461,Truck,Sunny,25,62.6,No,No,Low
2026-04-26,East,489,Truck,Cloudy,28,63.4,No,No,Low
2024-06-04,East,262,Bus,Cloudy,30,63.5,No,No,Low
2025-07-28,North,129,Truck,Sunny,32,71.8,No,No,Low
2024-12-26,East,979,Car,Rainy,25,36.8,No,No,High
2025-09-13,East,914,Bus,Sunny,23,48.4,No,No,Medium
2026-02-08,West,903,Truck,Sunny,39,45.9,No,No,Medium
2025-07-02,North,636,Bike,Cloudy,32,51.6,No,No,Low
2024-10-22,Airport,720,Truck,Rainy,21,56.2,No,No,Medium
2025-02-24,Downtown,831,Bus,Sunny,37,51.8,No,No,Low
2024-11-28,North,1008,Bike,Cloudy,37,47.7,Yes,No,High
2026-05-20,South,270,Bus,Sunny,28,63.2,No,No,Low
2024-07-30,East,840,Bus,Cloudy,23,41.4,No,No,Medium
2026-05-07,North,857,Bike,Rainy,39,53.7,No,Yes,Medium
2026-06-01,Airport,926,Bike,Foggy,40,35.0,No,No,High
2025-05-07,South,1150,Bike,Rainy,30,42.0,Yes,No,High
2025-03-14,North,446,Truck,Rainy,41,67.2,No,No,Low
2024-05-25,North,935,Truck,Sunny,40,41.6,No,No,Medium
2024-12-16,East,590,Truck,Rainy,37,52.4,No,No,Low
2025-06-18,North,547,Truck,Cloudy,40,59.1,No,No,Low
2025-12-31,South,638,Bus,Rainy,27,53.5,No,No,Low
2026-05-21,South,692,Bus,Cloudy,41,59.3,No,No,Medium
2024-06-23,North,455,Truck,Cloudy,38,69.8,No,No,Low
2024-06-28,Downtown,882,Car,Sunny,26,39.7,No,No,Medium
2024-12-31,West,602,Car,Rainy,34,53.9,No,No,Medium
2025-11-11,Industrial,1036,Car,Foggy,35,32.6,No,No,Medium
2025-04-02,North,548,Bus,Sunny,38,64.1,No,No,Low
2024-02-11,West,508,Truck,Sunny,20,60.7,No,No,Low
2024-07-31,West,907,Bike,Cloudy,28,41.7,No,No,Medium
2024-04-29,East,644,Bus,Sunny,27,59.2,No,No,Low
2026-01-07,North,805,Bike,Foggy,26,44.8,No,No,Medium
2025-06-03,South,762,Truck,Sunny,39,50.5,No,No,Low
2024-04-24,Downtown,441,Truck,Rainy,23,67.4,No,No,Low
2024-04-06,Industrial,651,Bus,Sunny,27,56.0,No,No,Medium
2025-04-28,South,666,Bus,Cloudy,42,50.4,No,No,Low
2025-09-16,South,532,Bike,Cloudy,26,58.7,No,No,Low
2026-05-26,North,663,Truck,Sunny,32,57.5,No,No,Low
2024-01-06,East,288,Truck,Cloudy,26,66.5,No,No,Low
2025-11-08,South,822,Truck,Sunny,35,45.1,No,No,Low
2025-09-24,Airport,949,Truck,Sunny,33,49.0,No,No,Low
2026-03-10,Industrial,177,Bike,Sunny,19,74.9,No,No,Low
2025-07-04,South,915,Car,Cloudy,42,39.4,No,No,Medium
2025-08-26,North,648,Car,Sunny,39,62.1,No,No,Low
2025-12-07,Airport,827,Car,Rainy,29,44.9,No,No,Medium
2024-11-24,East,869,Truck,Sunny,26,37.2,No,No,Medium
2024-05-02,East,799,Bike,Rainy,19,40.0,No,No,Medium
2025-03-23,Airport,436,Truck,Rainy,38,56.6,No,No,Medium
2024-04-04,West,1150,Bus,Rainy,32,32.0,No,No,Medium
2026-02-24,Airport,810,Truck,Cloudy,22,41.6,No,No,Low
2025-10-25,East,763,Bike,Rainy,37,41.5,No,No,Medium
2024-11-26,South,792,Bus,Cloudy,38,51.3,No,No,Medium
2024-06-05,North,208,Truck,Sunny,19,74.7,No,Yes,Low
2024-12-01,Industrial,479,Bus,Sunny,25,63.8,No,No,Low
2024-05-20,Airport,461,Bike,Sunny,24,67.6,No,No,Low
2025-02-12,Airport,837,Bike,Cloudy,34,54.5,No,No,Low
2024-06-15,East,791,Truck,Rainy,20,55.4,No,No,Medium
2025-06-04,Downtown,515,Car,Sunny,21,60.4,No,No,Low
2025-03-20,North,527,Car,Cloudy,18,60.9,No,No,Low
2024-05-24,West,294,Car,Sunny,42,66.2,No,No,Low
2025-01-15,Airport,1206,Bus,Sunny,22,28.8,No,No,Medium
2026-06-19,Downtown,778,Bike,Sunny,26,40.9,No,No,Low
2024-12-05,Downtown,933,Bus,Rainy,37,39.7,No,Yes,High
2024-04-12,North,584,Car,Sunny,32,62.6,No,Yes,Low
2026-05-27,Downtown,1050,Truck,Cloudy,28,41.0,No,No,Medium
2025-11-15,East,740,Bike,Rainy,25,46.4,No,No,Medium
2025-11-06,Downtown,435,Bike,Sunny,26,63.6,No,No,Low
2025-12-28,West,476,Truck,Rainy,39,54.0,No,No,Low
2025-10-09,North,428,Car,Sunny,23,54.9,No,Yes,Low
2025-05-07,North,540,Bike,Cloudy,35,58.4,No,No,Low
2024-12-11,South,449,Truck,Rainy,39,64.0,No,No,Medium
2024-09-26,East,283,Car,Foggy,32,69.7,No,No,Low
2026-06-13,East,347,Bike,Cloudy,34,74.1,No,No,Low
2024-05-25,Airport,359,Car,Sunny,42,73.6,No,No,Low
2024-02-18,West,516,Bus,Cloudy,23,56.4,No,No,Low
2024-08-19,West,582,Bike,Rainy,30,64.7,No,No,Low
2025-05-02,North,509,Truck,Sunny,27,53.6,No,No,Low
2026-02-12,North,781,Bike,Rainy,25,45.8,No,No,Medium
2025-02-04,North,551,Truck,Sunny,30,54.0,No,No,Low
2025-03-30,South,856,Truck,Sunny,21,52.8,No,No,Low
2025-11-07,Airport,884,Car,Cloudy,42,44.6,No,No,Low
2025-01-25,Industrial,595,Bike,Sunny,33,64.2,No,No,Low
2024-03-31,West,609,Truck,Sunny,40,48.6,No,No,Low
2026-06-04,Industrial,708,Truck,Rainy,39,45.7,No,No,Low
2024-04-13,North,909,Bike,Sunny,42,47.6,No,No,Medium
2025-06-15,Downtown,187,Car,Cloudy,36,71.5,No,No,Low
2025-08-17,West,848,Bike,Rainy,38,52.1,Yes,No,High
2026-06-03,East,669,Bike,Cloudy,18,48.2,No,Yes,Low
2025-02-26,East,457,Truck,Sunny,25,54.7,No,No,Low
2025-04-14,South,920,Bus,Sunny,28,46.2,No,No,Medium
2026-05-14,South,596,Truck,Cloudy,25,57.2,No,No,Low
2026-01-09,East,550,Truck,Cloudy,24,65.0,No,No,Low
2024-12-11,Airport,689,Bus,Foggy,36,60.4,No,No,Medium
2024-10-30,North,966,Bike,Cloudy,40,45.4,No,Yes,Medium
2024-05-29,West,517,Truck,Sunny,41,53.3,No,No,Low
2024-08-18,North,346,Bus,Cloudy,40,65.2,No,No,Low
2025-10-25,Downtown,506,Truck,Sunny,32,57.8,No,Yes,Low
2024-07-09,East,715,Bike,Rainy,26,54.4,No,No,Medium
2024-11-23,Downtown,864,Bus,Sunny,35,40.4,No,No,Medium
2025-12-26,South,1063,Car,Rainy,40,36.5,No,No,High
2024-10-02,East,405,Bike,Cloudy,23,69.8,No,No,Low
2025-10-27,East,707,Bus,Sunny,26,43.7,No,No,Medium
2025-05-17,Airport,1025,Bus,Foggy,35,40.0,No,No,Medium
2024-08-26,East,997,Bus,Rainy,18,43.1,No,No,High
2024-05-02,Downtown,576,Bike,Rainy,37,54.0,No,No,Low
2025-10-26,Downtown,662,Truck,Sunny,39,58.5,No,No,Low
2025-12-14,Airport,445,Truck,Sunny,31,56.2,No,No,Low
2024-09-23,North,370,Truck,Foggy,42,65.2,No,No,Low
2026-06-19,West,253,Car,Cloudy,34,71.9,Yes,No,Medium
2024-11-09,West,736,Truck,Rainy,37,48.6,No,No,Medium
2024-04-09,West,370,Truck,Cloudy,42,61.2,No,No,Low
2024-02-01,West,1105,Car,Rainy,29,43.8,No,No,Medium
2024-04-12,West,913,Bus,Foggy,39,47.5,No,No,Medium
2024-04-29,Downtown,455,Truck,Sunny,33,65.8,No,No,Low
2025-01-01,Airport,903,Car,Rainy,34,51.9,No,No,Medium
2026-02-14,North,779,Truck,Sunny,38,53.8,No,No,Low
2024-03-25,East,551,Car,Sunny,33,51.0,No,No,Low
2026-05-01,Downtown,916,Truck,Rainy,23,36.4,No,No,High
2024-01-29,East,693,Bus,Sunny,39,60.3,No,No,Medium
2026-05-19,South,990,Car,Rainy,25,34.4,No,No,High
2025-05-22,Industrial,358,Car,Sunny,21,64.7,No,No,Low
2024-06-30,South,549,Bike,Sunny,39,63.0,No,No,Low
2025-12-28,North,439,Truck,Sunny,30,60.4,No,Yes,Low
2024-09-16,Industrial,486,Bike,Sunny,40,55.6,No,No,Low
2024-06-11,North,872,Truck,Sunny,40,46.1,No,No,Medium
2024-10-20,South,590,Car,Rainy,24,63.4,No,No,Low
2024-05-10,East,340,Bike,Sunny,23,60.4,No,No,Low
2025-03-22,East,629,Bus,Sunny,34,52.8,No,No,Low
2024-02-14,North,795,Truck,Rainy,32,41.2,No,No,Medium
2025-01-24,West,515,Car,Sunny,41,65.4,No,No,Low
2026-05-13,West,529,Truck,Cloudy,19,52.8,No,No,Low
2025-06-14,West,1119,Bus,Rainy,21,27.2,Yes,No,High
2024-01-04,Airport,540,Bike,Rainy,38,52.4,No,No,Low
2025-10-26,Industrial,477,Bike,Sunny,41,67.9,No,No,Low
2024-09-13,East,445,Bike,Rainy,29,63.2,No,No,Low
2025-02-01,South,1192,Car,Sunny,31,31.3,Yes,No,High
2024-05-08,North,575,Bike,Sunny,32,60.0,No,No,Low
2024-11-29,North,935,Bus,Sunny,41,45.6,No,No,Medium
2025-07-15,Industrial,599,Truck,Sunny,38,61.0,No,No,Low
2024-07-23,West,261,Bus,Cloudy,32,67.6,No,No,Low
2025-08-04,South,562,Bus,Cloudy,22,63.5,No,No,Low
2026-06-07,Airport,927,Bike,Sunny,41,35.9,No,No,Medium
2026-03-16,Downtown,738,Car,Rainy,20,53.5,No,No,Medium
2026-01-31,South,632,Car,Sunny,32,51.7,No,No,Low
2024-11-06,North,365,Bus,Sunny,31,72.4,No,No,Low
2025-12-07,Industrial,941,Bus,Rainy,30,49.4,Yes,No,High
2026-02-24,Industrial,854,Truck,Rainy,18,48.8,No,No,Medium
2024-03-28,North,794,Bus,Cloudy,21,50.2,No,No,Low
2025-12-29,West,650,Bike,Sunny,23,54.0,No,No,Low
2025-06-09,Downtown,620,Bike,Sunny,40,61.2,No,No,Low
2024-12-11,Industrial,258,Bike,Cloudy,37,61.7,Yes,No,Medium
2025-01-24,East,640,Bike,Sunny,28,62.4,No,No,Low
2025-02-20,North,498,Truck,Rainy,26,66.1,No,No,Low
2026-04-04,Airport,181,Car,Sunny,25,75.8,No,No,Low
